"DeployID","Ptt","DepthSensor","Source","Instr","Count","Start","End","LocationQuality","Latitude","Longitude","MinDepth","MinDepthAccuracy","MaxDepth","MaxDepthAccuracy","MinTemp","MinTempAccuracy","MaxTemp","MaxTempAccuracy","MobMean","MobSD","ActivitySum","original"
"ZcTag093",180763,1,"Transmission","Mk10",11,1564488000,1564502400,NA,NA,NA,0,0,1168,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",3,1564502400,1564516800,NA,NA,NA,0,0,1296,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",9,1564516800,1564531200,NA,NA,NA,0,0,1168,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",12,1564531200,1564545600,NA,NA,NA,0,0,1328,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",5,1564545600,1564560000,NA,NA,NA,0,0,1168,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",6,1564560000,1564574400,NA,NA,NA,0,0,1072,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",9,1564574400,1564588800,NA,NA,NA,0,0,1136,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",5,1564588800,1564603200,NA,NA,NA,0,0,1264,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",3,1564603200,1564617600,NA,NA,NA,0,0,1232,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",4,1564617600,1564632000,NA,NA,NA,0,0,1264,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",4,1564632000,1564646400,NA,NA,NA,0,0,1200,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",3,1564646400,1564660800,NA,NA,NA,0,0,1456,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",5,1564660800,1564675200,NA,NA,NA,0,0,1296,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",3,1564675200,1564689600,NA,NA,NA,0,0,1264,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",1,1564689600,1564704000,NA,NA,NA,0,0,1936,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",1,1564704000,1564718400,NA,NA,NA,0,0,1296,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",3,1564718400,1564732800,NA,NA,NA,0,0,1168,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",2,1564732800,1564747200,NA,NA,NA,0,0,1168,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",6,1564747200,1564761600,NA,NA,NA,0,0,1168,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",5,1564761600,1564776000,NA,NA,NA,0,0,1264,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",4,1564776000,1564790400,NA,NA,NA,0,0,1168,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",4,1564790400,1564804800,NA,NA,NA,0,0,1296,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",3,1564804800,1564819200,NA,NA,NA,0,0,1264,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",4,1564819200,1564833600,NA,NA,NA,0,0,1328,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",6,1564833600,1564848000,NA,NA,NA,0,0,1328,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",2,1564848000,1564862400,NA,NA,NA,0,0,1360,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",4,1564862400,1564876800,NA,NA,NA,0,0,1264,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",1,1564876800,1564891200,NA,NA,NA,0,0,1232,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",2,1564891200,1564905600,NA,NA,NA,0,0,1328,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",3,1564905600,1564920000,NA,NA,NA,0,0,1168,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",4,1564920000,1564934400,NA,NA,NA,0,0,1296,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",4,1564934400,1564948800,NA,NA,NA,0,0,1264,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",3,1564948800,1564963200,NA,NA,NA,0,0,1232,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",2,1564963200,1564977600,NA,NA,NA,0,0,1456,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",6,1564977600,1564992000,NA,NA,NA,0,0,1232,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",3,1564992000,1565006400,NA,NA,NA,0,0,1232,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",3,1565006400,1565020800,NA,NA,NA,0,0,1264,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",5,1565020800,1565035200,NA,NA,NA,0,0,1328,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",2,1565035200,1565049600,NA,NA,NA,0,0,1360,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",3,1565049600,1565064000,NA,NA,NA,0,0,1328,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"180763",180763,1,"Transmission","Mk10",1,1565064000,1565078400,NA,NA,NA,0,0,1392,15.5,NA,NA,NA,NA,NA,NA,NA,"gonio"
"ZcTag093",180763,1,"Transmission","Mk10",1,1565078400,1565092800,NA,NA,NA,0,0,1296,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"180763",180763,1,"Transmission","Mk10",1,1565092800,1565107200,NA,NA,NA,0,0,1200,15.5,NA,NA,NA,NA,NA,NA,NA,"gonio"
"ZcTag093",180763,1,"Transmission","Mk10",2,1565107200,1565121600,NA,NA,NA,0,0,1392,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag093",180763,1,"Transmission","Mk10",1,1565121600,1565136000,NA,NA,NA,0,0,688,7.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"180763",180763,1,"Transmission","Mk10",1,1565136000,1565150400,NA,NA,NA,0,0,1264,15.5,NA,NA,NA,NA,NA,NA,NA,"gonio"
"180763",180763,1,"Transmission","Mk10",1,1565150400,1565164800,NA,NA,NA,0,0,1392,15.5,NA,NA,NA,NA,NA,NA,NA,"gonio"
"180763",180763,1,"Transmission","Mk10",1,1565179200,1565193600,NA,NA,NA,0,0,1520,15.5,NA,NA,NA,NA,NA,NA,NA,"gonio"
"180763",180763,1,"Transmission","Mk10",1,1565193600,1565208000,NA,NA,NA,0,0,1104,15.5,NA,NA,NA,NA,NA,NA,NA,"gonio"
