"DeployID","Ptt","DepthSensor","Source","Instr","Count","Start","End","LocationQuality","Latitude","Longitude","MinDepth","MinDepthAccuracy","MaxDepth","MaxDepthAccuracy","MinTemp","MinTempAccuracy","MaxTemp","MaxTempAccuracy","MobMean","MobSD","ActivitySum","original"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",39,1595001600,1595016000,NA,NA,NA,0,0,1232,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",43,1595016000,1595030400,NA,NA,NA,0,0,1200,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",27,1595030400,1595044800,NA,NA,NA,0,0,1456,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",25,1595044800,1595059200,NA,NA,NA,0,0,1456,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",30,1595059200,1595073600,NA,NA,NA,0,0,1136,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",31,1595073600,1595088000,NA,NA,NA,0,0,1552,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",20,1595088000,1595102400,NA,NA,NA,0,0,1392,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",24,1595102400,1595116800,NA,NA,NA,0,0,1264,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",19,1595116800,1595131200,NA,NA,NA,0,0,1712,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",25,1595131200,1595145600,NA,NA,NA,0,0,1616,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",22,1595145600,1595160000,NA,NA,NA,0,0,1296,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",21,1595160000,1595174400,NA,NA,NA,0,0,1616,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",13,1595174400,1595188800,NA,NA,NA,0,0,1392,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",16,1595188800,1595203200,NA,NA,NA,0,0,1104,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",15,1595203200,1595217600,NA,NA,NA,0,0,1712,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",14,1595217600,1595232000,NA,NA,NA,0,0,1648,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",15,1595232000,1595246400,NA,NA,NA,0,0,1648,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",6,1595246400,1595260800,NA,NA,NA,0,0,1520,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",10,1595260800,1595275200,NA,NA,NA,0,0,1392,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",6,1595275200,1595289600,NA,NA,NA,0,0,1296,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",11,1595289600,1595304000,NA,NA,NA,0,0,1296,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
"ZcTag099_DUML",173074,1,"Transmission","Mk10",11,1595304000,1595318400,NA,NA,NA,0,0,1680,15.5,NA,NA,NA,NA,NA,NA,NA,"portal"
