"DeployID","Ptt","DepthSensor","Source","Instr","Day","Time","LocationQuality","Latitude","Longitude","Depth","DRange","Temperature","TRange","Activity","ARange","Date","original"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","14:40:00",NA,NA,NA,295,46,NA,NA,NA,NA,1558968000,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","14:45:00",NA,NA,NA,232,24,NA,NA,NA,NA,1558968300,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","14:50:00",NA,NA,NA,52,11.5,NA,NA,NA,NA,1558968600,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","14:55:00",NA,NA,NA,190,24,NA,NA,NA,NA,1558968900,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","15:00:00",NA,NA,NA,232,24,NA,NA,NA,NA,1558969200,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","15:05:00",NA,NA,NA,11,11,NA,NA,NA,NA,1558969500,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","15:10:00",NA,NA,NA,548,49,NA,NA,NA,NA,1558969800,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","15:15:00",NA,NA,NA,1011,96.5,NA,NA,NA,NA,1558970100,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","15:20:00",NA,NA,NA,1181,100,NA,NA,NA,NA,1558970400,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","15:25:00",NA,NA,NA,1181,100,NA,NA,NA,NA,1558970700,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","15:30:00",NA,NA,NA,1181,100,NA,NA,NA,NA,1558971000,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","15:35:00",NA,NA,NA,1181,100,NA,NA,NA,NA,1558971300,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","15:40:00",NA,NA,NA,1181,100,NA,NA,NA,NA,1558971600,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","15:45:00",NA,NA,NA,1181,100,NA,NA,NA,NA,1558971900,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","15:50:00",NA,NA,NA,1011,96.5,NA,NA,NA,NA,1558972200,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","15:55:00",NA,NA,NA,1011,96.5,NA,NA,NA,NA,1558972500,"portal"
"ZcTag085",180756,1,"Transmission","Mk10","27-May-2019","16:00:00",NA,NA,NA,971,107.5,NA,NA,NA,NA,1558972800,"portal"
